,Name,IP,H,H2,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,WPA,aLI,RE24,GameDate,interceptRow,ageGap,ages,targets
17518,tavarju01,7.0,4,4,1,1,4,3,0,5.59,28,103,60,37,7,16,12,9,1,0,64,0.379,1.25,3.1,2007-05-17,1.0,1973-05-22,10724,0.0
107370,grosski01,9.0,9,9,1,1,2,3,0,2.76,37,116,75,49,4,22,21,11,4,0,66,0.06,0.59,3.1,1991-07-27,1.0,1964-08-24,8495,0.0
31489,lackejo01,6.0,3,3,3,1,1,4,1,2.53,24,97,59,36,9,14,9,8,4,0,61,-0.003,1.17,0.3,2007-06-13,1.0,1978-10-23,9037,0.0
106602,jacksed01,6.2,4,4,2,2,2,5,0,4.89,25,94,54,35,6,13,8,10,7,0,61,-0.136,1.35,0.6,2013-07-26,1.0,1983-09-09,9428,0.0
60374,lillyte01,7.0,3,3,1,1,1,5,1,4.43,26,89,61,38,6,17,10,10,1,0,71,0.212,0.78,2.1,2011-08-26,1.0,1976-01-04,11247,0.0
44874,salazda01,6.0,6,6,0,0,0,5,0,3.0,23,77,54,33,6,15,7,11,5,0,65,0.356,1.16,3.0,2013-09-01,1.0,1990-01-11,7459,0.0
1810,smithgr02,8.0,3,3,2,2,3,5,0,2.73,29,103,58,35,12,11,13,8,3,0,70,0.085,0.64,2.4,2008-04-29,1.0,1983-12-22,7685,0.0
79822,glavito02,6.0,8,8,4,3,3,6,0,3.94,27,107,57,24,12,21,10,8,2,0,45,-0.148,1.24,-0.8,2006-09-25,1.0,1966-03-25,12782,0.0
53014,boddimi01,2.0,1,1,0,0,0,0,0,5.85,7,32,16,9,2,5,5,1,1,0,54,0.099,1.1,1.0,1992-06-07,1.0,1957-08-23,10978,0.0
49461,reynosh01,7.0,7,7,2,1,1,6,1,2.96,29,101,68,45,13,10,12,10,2,0,62,0.197,1.35,1.5,1997-05-21,1.0,1968-03-26,9199,0.0
48513,jonesji02,7.1,5,5,2,2,3,6,0,2.45,30,118,67,35,13,19,14,7,3,0,63,0.231,0.52,1.5,1991-04-14,1.0,1964-04-20,8514,0.0
50595,oswalro01,7.0,7,7,5,5,2,7,2,3.34,29,122,85,49,15,21,10,10,0,0,48,-0.223,0.7,-1.3,2004-05-14,1.0,1977-08-29,8428,0.0
115332,hurtaed01,8.0,6,6,5,5,3,1,2,5.36,32,111,65,44,5,16,14,14,7,0,48,0.196,0.36,-0.3,1995-08-11,1.0,1970-02-01,8054,0.0
116766,saarlki01,2.1,7,7,5,5,2,1,2,4.44,16,67,39,23,5,11,6,7,4,0,22,-0.383,0.86,-4.2,2004-07-29,1.0,1979-05-23,7947,0.0
63929,sheetbe01,7.0,7,7,2,2,2,7,0,4.09,30,111,75,43,16,16,11,9,4,0,60,0.08,1.21,1.4,2002-07-11,1.0,1978-07-18,7567,0.0
68549,mulhote01,5.2,7,7,1,1,1,7,1,5.04,25,81,59,33,12,14,9,8,2,0,57,0.158,1.1,2.0,2004-07-08,1.0,1963-03-09,13043,0.0
74720,carpech01,5.2,7,7,1,1,2,2,0,4.31,25,95,59,41,4,14,10,11,5,0,51,0.152,1.28,1.5,2001-08-30,1.0,1975-04-27,8313,0.0
22926,buehrma01,6.1,14,14,7,7,2,5,1,3.23,33,111,74,54,6,14,6,20,13,0,20,-0.357,1.27,-2.6,2007-07-23,1.0,1979-03-23,8941,0.0
31119,carpech01,6.0,7,7,5,2,1,8,2,3.86,27,95,61,30,9,22,10,8,4,0,51,-0.362,1.22,-2.0,2005-05-02,1.0,1975-04-27,9472,0.0
99186,bosioch01,7.0,5,5,1,1,1,6,1,3.84,28,105,67,36,11,20,8,12,4,0,68,0.185,0.43,2.7,1993-09-02,1.0,1963-04-03,9599,0.0
2135,pineijo01,6.0,11,11,6,6,1,2,0,3.42,28,101,65,43,5,17,16,9,5,0,27,-0.26,0.86,-3.1,2010-04-24,1.0,1978-09-25,9965,0.0
101832,pauleda01,5.1,5,5,2,2,3,4,0,3.38,25,90,57,32,7,18,8,10,4,0,51,-0.045,1.05,-0.1,2010-08-07,1.0,1983-06-17,8564,0.0
110062,wolfra02,5.2,8,8,6,4,2,4,0,4.74,28,98,63,40,7,16,11,10,8,0,35,-0.289,1.14,-2.3,2008-07-19,1.0,1976-08-22,10069,0.0
43007,greisse01,2.2,5,5,4,4,1,0,0,6.21,14,42,28,20,1,7,1,12,5,0,31,-0.295,1.02,-2.9,2002-06-04,1.0,1975-07-29,8473,0.0
95236,harnipe01,7.0,5,5,3,1,0,6,0,4.39,27,99,65,42,11,12,9,12,5,0,65,0.13,0.71,0.4,1996-05-16,1.0,1966-09-23,9355,0.0
14844,harrigr01,8.0,5,5,0,0,2,7,0,3.17,31,115,68,35,7,26,11,11,2,0,77,0.564,1.34,4.0,1990-06-24,1.0,1955-11-02,10932,0.0
77870,saberbr01,10.0,5,5,0,0,0,11,0,2.92,34,131,98,60,18,20,11,12,4,0,93,0.834,1.38,5.1,1994-07-15,1.0,1964-04-11,9548,0.0
76897,wilsocj01,7.0,7,7,6,6,0,8,3,3.92,28,91,55,28,7,20,6,13,5,0,47,-0.364,0.83,-2.7,2015-06-07,1.0,1980-11-18,10902,0.0
68022,muldema01,6.2,7,7,1,1,1,5,0,3.25,28,112,67,41,9,17,12,10,5,0,60,0.243,0.8,2.3,2001-05-25,1.0,1977-08-05,7511,0.0
52392,wrighmi01,5.0,8,8,5,5,1,4,2,2.96,24,87,53,39,7,7,8,10,2,0,34,-0.296,0.93,-2.6,2015-06-02,1.0,1990-01-03,8018,0.0
89226,hallaro01,7.0,5,5,1,1,1,3,0,0.6,27,109,69,37,9,23,12,11,3,0,65,0.123,0.72,2.4,2012-04-11,1.0,1977-05-14,11016,0.0
22516,garcifr03,6.0,5,5,2,2,3,6,0,3.0,27,109,58,29,9,20,8,10,4,0,57,0.068,1.04,1.3,2005-04-06,1.0,1976-10-06,8993,0.0
2705,weaveje02,8.0,2,2,0,0,1,9,0,2.98,27,114,76,36,21,19,5,12,5,0,86,0.563,1.12,3.6,2013-07-24,1.0,1982-10-04,9720,0.0
48556,whitsed01,3.0,6,6,4,4,1,1,1,4.68,15,53,37,24,4,9,4,9,3,0,31,-0.314,0.73,-2.7,1991-05-26,1.0,1955-05-19,11366,0.0
23082,contrjo01,6.0,6,6,4,3,4,6,1,4.02,29,115,67,34,10,23,7,12,5,0,48,-0.121,1.43,-0.7,2008-07-02,1.0,1971-12-06,11541,0.0
44866,straida01,6.0,8,8,1,1,2,4,1,4.41,26,103,64,39,11,14,8,12,2,0,54,0.141,0.85,2.0,2013-08-28,1.0,1988-12-01,7807,0.0
28633,velasvi01,4.2,9,9,7,7,2,6,2,3.63,24,82,52,26,12,14,6,10,7,0,22,-0.295,0.59,-5.0,2016-05-29,1.0,1992-06-07,7566,0.0
72472,mossda01,5.2,7,7,7,7,8,2,1,3.84,30,121,61,36,10,15,11,8,2,0,21,-0.267,0.74,-3.4,2002-07-14,1.0,1976-11-24,8089,0.0
81575,perezme01,9.0,5,5,0,0,3,8,0,4.32,32,-1,-1,-1,-1,-1,10,11,4,0,82,0.124,0.23,4.1,1990-09-17,1.0,1966-02-15,7758,0.0
12613,zambrca01,2.0,5,5,4,3,1,1,0,3.31,13,43,29,17,1,11,5,6,3,0,32,-0.259,0.99,-2.9,2003-06-12,1.0,1981-06-01,6951,0.0
11064,leitema01,2.0,5,5,4,4,4,4,1,4.2,15,74,43,31,4,8,1,6,3,0,30,-0.255,0.74,-2.9,1993-06-24,1.0,1963-04-13,9529,0.0
61960,fernajo02,7.0,6,6,0,0,2,9,0,2.91,29,111,74,34,18,22,9,9,5,0,72,0.39,1.34,3.3,2016-08-24,1.0,1992-07-31,7594,0.0
84384,gallase01,7.0,2,2,2,2,3,7,0,4.25,26,96,57,26,9,22,5,11,2,0,69,-0.035,0.47,1.5,2008-07-11,1.0,1985-12-30,7109,0.0
108315,benesan01,6.0,6,6,5,4,2,3,1,3.24,28,90,55,30,14,11,11,11,5,0,43,-0.126,1.19,-2.0,1997-08-28,1.0,1967-08-20,9474,0.0
17786,byrdpa01,5.0,10,10,5,5,0,3,1,4.53,23,59,47,30,2,15,4,16,7,0,30,-0.182,0.75,-2.5,2008-09-13,1.0,1970-12-03,11922,0.0
55070,howeljp01,5.0,8,8,6,6,1,2,1,7.77,23,82,48,31,5,12,9,11,7,0,28,-0.25,0.8,-3.7,2005-07-04,1.0,1983-04-25,7003,0.0
60580,billich01,6.0,7,7,3,3,2,3,1,3.0,25,88,51,34,8,9,9,11,4,0,47,-0.061,0.99,-0.4,2013-04-15,1.0,1984-07-29,9060,0.0
107940,greenty01,8.2,4,4,3,3,6,5,0,2.9,35,131,76,42,11,23,12,12,5,0,63,0.25,0.64,3.8,1995-06-25,1.0,1970-02-18,7998,0.0
23128,floydga01,6.0,6,6,3,3,2,7,1,3.78,25,99,64,39,11,14,9,6,0,1,53,0.076,0.37,0.3,2008-08-20,1.0,1983-01-27,8067,0.0
38643,adamste01,6.0,8,8,2,2,2,6,0,4.32,28,95,63,36,9,18,9,10,6,0,52,0.231,1.05,1.8,2001-09-06,1.0,1973-03-06,8995,0.0
84097,garlajo01,5.2,9,9,3,3,2,1,0,4.3,28,111,67,45,3,19,8,17,6,0,38,-0.099,1.11,-0.2,2006-09-15,1.0,1979-09-27,8510,0.0
55136,greinza01,6.0,7,7,2,2,1,2,1,5.95,24,111,70,44,6,20,7,12,4,0,51,0.139,1.02,1.1,2005-09-15,1.0,1983-10-21,6912,0.0
3148,santaer01,5.0,10,10,5,5,0,1,2,5.1,22,72,47,32,7,8,7,14,7,0,28,-0.349,0.87,-2.7,2016-06-14,1.0,1982-12-12,10573,0.0
72576,roberje02,3.0,6,6,6,6,2,3,1,7.99,18,68,43,28,6,9,6,7,4,0,24,-0.322,0.59,-4.4,2003-04-25,1.0,1977-03-30,8227,0.0
87037,sprinde01,1.1,4,4,4,3,2,0,0,5.65,11,51,27,14,1,12,2,7,5,0,30,-0.313,1.29,-3.2,1998-06-28,1.0,1965-02-12,10531,0.0
1723,saundjo01,5.1,8,8,3,3,1,4,1,3.16,24,101,61,37,14,10,8,11,4,0,43,-0.144,1.06,-0.6,2007-07-28,1.0,1981-06-16,8240,0.0
25926,farnsky01,7.0,6,6,4,4,3,1,1,6.01,31,113,71,46,11,14,9,18,5,0,47,-0.107,0.83,-0.2,1999-08-06,1.0,1976-04-14,7356,0.0
115333,pavliro01,4.0,7,7,7,7,5,2,0,5.33,23,95,54,38,6,10,10,6,5,0,17,-0.238,0.83,-3.5,1995-08-11,1.0,1967-10-04,8789,0.0
85563,nolinse01,5.0,7,7,5,5,2,2,1,4.57,24,98,57,34,7,16,9,11,5,0,33,-0.335,1.16,-2.6,2015-09-22,1.0,1989-12-26,8122,0.0
60961,rodriwa01,5.1,9,9,3,3,2,1,1,3.2,27,92,59,31,7,21,8,16,8,0,37,-0.089,1.15,-0.8,2015-06-17,1.0,1979-01-18,11490,0.0
91848,mcknito01,7.0,4,4,0,0,5,2,0,3.48,29,104,61,42,7,12,10,12,5,0,66,0.458,1.38,3.8,2001-08-23,1.0,1977-06-29,7621,0.0
68063,santajo02,5.1,8,8,4,4,1,1,1,4.64,24,76,54,37,5,12,7,14,8,0,36,-0.202,1.23,-1.1,2001-07-06,1.0,1979-03-13,7042,0.0
34942,dresery01,5.2,4,4,2,2,1,6,0,5.71,22,88,60,32,11,17,6,8,4,0,58,0.181,0.69,0.6,2002-06-09,1.0,1976-04-05,8260,0.0
42610,carpech01,3.0,6,6,4,4,0,2,1,4.38,15,54,32,20,5,7,6,7,4,0,33,-0.225,0.8,-2.2,1999-09-11,1.0,1975-04-27,7692,0.0
39201,muldema01,7.0,8,8,2,2,2,5,2,3.62,30,113,68,42,11,15,12,11,6,0,56,0.106,0.85,1.6,2005-05-31,1.0,1977-08-05,8779,0.0
107241,hillke01,9.0,6,6,2,2,2,6,1,4.74,35,121,84,45,25,13,10,16,7,1,71,0.168,0.31,2.2,1990-08-20,1.0,1965-12-14,7788,0.0
16541,moyerja01,3.1,7,7,7,6,3,2,3,4.93,21,75,43,25,8,10,7,9,1,0,19,-0.49,1.1,-5.4,2001-05-08,1.0,1962-11-18,12140,0.0
99720,cloudke01,6.0,2,2,3,3,2,6,0,4.5,22,93,51,19,10,22,4,10,1,0,60,0.08,1.17,1.4,1997-08-09,1.0,1975-01-09,7126,0.0
29306,belchti01,6.1,7,7,3,3,3,5,1,4.16,30,93,58,35,10,12,9,12,3,0,49,0.126,0.71,-0.4,1993-07-20,1.0,1961-10-19,10019,0.0
97746,geedi01,6.2,5,5,1,1,4,5,0,3.92,27,104,67,40,9,18,9,9,3,0,61,0.224,1.02,1.6,2011-08-17,1.0,1986-04-28,7985,0.0
109876,petityu01,5.1,5,5,1,1,2,3,0,2.19,22,70,46,27,3,16,9,8,1,0,55,0.115,0.56,1.5,2007-07-03,1.0,1984-11-22,7134,0.0
77074,tanakma01,6.1,6,6,5,5,1,4,2,3.08,26,92,67,46,8,13,12,8,2,0,44,-0.191,0.95,-1.0,2016-06-11,1.0,1988-11-01,8712,0.0
103165,wilsotr01,7.0,8,8,5,5,3,1,2,4.5,30,102,60,38,8,14,10,16,6,0,39,-0.3,0.8,-2.1,1992-04-24,1.0,1966-06-07,8167,0.0
85338,bumgama01,7.0,10,10,6,6,3,3,0,3.36,33,106,76,51,4,21,12,15,9,0,33,-0.219,0.51,-2.4,2014-07-08,1.0,1989-08-01,7868,0.0
27991,verlaju01,8.0,5,5,2,2,0,8,0,2.66,27,103,73,41,15,17,11,8,3,0,72,0.376,1.27,1.8,2012-06-14,1.0,1983-02-20,9250,0.0
107960,mlickda01,5.0,5,5,6,6,4,6,2,5.07,24,104,59,34,8,17,7,7,1,0,35,-0.565,1.11,-4.1,1995-07-25,1.0,1968-06-08,8560,0.0
124253,niesejo01,7.0,3,3,1,1,0,8,1,3.58,24,89,70,45,9,16,12,4,2,0,75,0.194,0.75,2.4,2012-07-17,1.0,1986-10-27,8117,0.0
111668,eilanda01,1.1,6,6,6,6,2,1,0,6.13,13,53,29,18,2,9,2,7,2,0,17,-0.373,0.84,-5.8,1999-08-10,1.0,1966-07-05,10444,0.0
43703,rogerke01,7.0,4,4,3,3,2,3,2,4.59,28,113,67,39,5,23,12,10,1,0,58,-0.01,0.6,0.9,2006-08-05,1.0,1964-11-10,13169,0.0
104504,maddugr01,7.0,5,5,2,2,1,8,1,3.13,27,96,64,35,13,16,12,6,3,0,66,0.057,0.62,1.6,2000-08-18,1.0,1966-04-14,10838,0.0
92766,vazquja01,6.0,7,7,5,5,1,8,1,4.39,27,114,74,43,11,20,4,14,6,0,45,-0.218,1.09,-1.9,2007-06-17,1.0,1976-07-25,9749,0.0
55138,woodmi01,5.2,5,5,4,4,1,4,2,3.94,24,104,63,41,5,17,9,9,2,0,46,0.022,0.9,-1.1,2005-09-19,1.0,1980-04-26,8015,0.0
115320,maddumi01,5.2,2,2,1,0,2,1,0,3.27,21,77,43,30,0,13,12,6,3,0,62,0.208,0.74,3.0,1995-07-28,1.0,1961-08-27,10703,0.0
91173,mlickda01,6.1,6,6,3,3,3,5,0,4.82,27,95,62,39,10,13,7,12,6,0,51,0.071,1.3,1.0,1997-07-15,1.0,1968-06-08,9183,0.0
64753,gallayo01,6.0,3,3,0,0,2,4,0,2.34,20,89,51,27,8,16,6,8,2,0,68,0.352,1.14,3.2,2007-07-19,1.0,1986-02-27,6749,0.0
103850,smilejo01,7.0,5,5,2,2,1,10,1,3.82,26,102,74,39,18,17,8,7,4,0,68,0.009,1.01,1.5,1996-08-06,1.0,1965-03-17,9905,0.0
80015,arroybr01,8.0,4,4,1,1,2,9,0,7.14,30,115,71,36,12,23,9,10,4,0,77,0.412,1.27,3.0,2008-05-10,1.0,1977-02-24,9847,0.0
45789,rapppa01,8.1,7,7,2,2,1,5,0,3.44,32,115,71,41,6,24,16,10,1,0,65,0.367,0.61,2.2,1996-04-30,1.0,1967-07-13,9088,0.0
39779,linceti01,5.0,5,5,5,5,2,6,1,2.6,22,92,55,36,10,9,7,7,4,0,41,-0.182,0.8,-2.2,2008-09-02,1.0,1984-06-15,7642,0.0
17628,beckejo02,7.0,3,3,1,1,2,7,1,3.2,27,108,71,42,9,20,8,9,3,0,72,0.326,0.78,3.1,2007-09-15,1.0,1980-05-15,8626,0.0
7500,blairwi01,6.0,5,5,3,3,2,2,1,6.3,24,83,52,28,19,5,8,12,3,0,50,-0.077,0.8,0.1,1998-04-23,1.0,1965-12-18,10207,0.0
79036,leiteal01,8.0,4,4,3,3,2,6,1,1.13,29,102,64,37,4,23,10,11,2,0,66,-0.022,1.15,0.8,2002-04-24,1.0,1965-10-23,11518,0.0
67463,radkebr01,6.1,9,9,5,5,0,5,1,3.66,28,79,57,37,9,11,10,13,6,0,40,-0.155,0.85,-0.8,1997-08-31,1.0,1972-10-27,7839,0.0
116257,helliri01,6.0,6,6,2,2,4,6,0,5.98,28,108,69,32,14,23,7,11,5,0,54,0.112,1.42,1.4,2001-06-21,1.0,1970-12-15,9630,0.0
44177,jacksed01,7.0,8,8,3,3,4,3,1,2.59,32,112,66,42,8,16,10,15,10,0,48,0.047,1.04,0.8,2009-07-25,1.0,1983-09-09,8165,0.0
94381,whitsed01,8.0,9,9,3,3,0,3,0,2.89,30,85,59,45,6,8,13,14,5,0,55,-0.053,0.78,0.8,1990-07-08,1.0,1955-05-19,11088,0.0
17408,schilcu01,7.0,10,10,4,4,1,6,0,3.5,31,109,72,41,9,22,12,12,5,0,46,0.046,1.23,0.1,2006-07-20,1.0,1966-11-14,12521,0.0
7249,maddugr01,7.0,3,3,0,0,0,5,0,2.83,24,68,52,32,6,14,9,10,7,0,76,0.398,0.9,3.9,1996-06-27,1.0,1966-04-14,9531,0.0
82502,karsast01,7.1,10,10,2,2,2,1,0,2.45,32,94,55,41,3,11,17,12,8,0,49,0.142,1.3,2.0,1997-04-04,1.0,1972-03-24,7898,0.0
28213,westbja01,6.2,8,8,7,6,5,2,0,4.35,32,124,72,43,6,23,12,12,5,0,29,-0.247,0.53,-3.2,2013-08-16,1.0,1977-09-29,11322,0.0
119981,daalom01,5.0,6,6,3,2,2,6,0,7.06,24,92,59,32,7,20,9,7,3,0,49,-0.051,1.35,0.2,1997-09-24,1.0,1972-03-01,8068,0.0
18065,wilsocj01,6.2,3,3,1,1,5,10,0,3.23,26,113,62,26,14,22,6,5,2,0,69,0.294,1.15,2.4,2010-07-18,1.0,1980-11-18,9360,0.0
111006,lynnla01,6.0,5,5,2,2,4,5,0,3.15,24,88,55,31,11,13,5,10,6,0,55,-0.028,1.17,0.7,2014-06-18,1.0,1987-05-12,8552,0.0
122246,willije01,6.1,6,6,2,0,3,3,0,3.22,25,90,53,29,11,13,10,9,4,0,57,0.139,1.36,1.4,2011-09-19,1.0,1981-12-04,9401,0.0
75596,schilcu01,6.0,12,12,6,5,0,3,2,3.94,28,93,64,37,2,25,12,13,7,0,29,-0.283,0.38,-2.7,2007-05-23,1.0,1966-11-14,12787,0.0
46671,smithch07,4.0,5,5,3,3,2,6,1,4.7,21,91,56,32,6,18,2,9,5,0,44,-0.309,1.13,-2.8,2001-07-24,1.0,1969-10-21,10021,0.0
24001,verlaju01,7.0,6,6,3,3,3,4,0,2.48,28,113,67,42,10,15,9,12,4,0,54,0.029,1.09,0.1,2014-04-29,1.0,1983-02-20,9841,0.0
18152,wakefti01,5.2,3,3,1,1,1,3,0,4.24,21,76,53,29,5,19,9,8,2,0,61,0.313,0.92,2.9,2011-05-01,1.0,1966-08-02,14120,0.0
76432,tomlijo01,3.0,6,6,6,6,2,3,3,5.7,16,80,50,34,5,11,4,7,2,0,24,-0.317,0.52,-4.5,2012-06-25,1.0,1984-10-19,8735,0.0
54845,greisse01,4.2,7,7,3,3,0,4,1,8.74,21,88,55,29,5,21,8,9,2,0,42,-0.1,0.9,-0.6,2004-04-24,1.0,1975-07-29,9069,0.0
79194,glavito02,7.0,8,8,3,3,2,1,1,3.14,30,103,65,44,2,19,18,9,2,0,48,-0.053,1.26,0.5,2003-04-20,1.0,1966-03-25,11698,0.0
50627,oswalro01,8.0,9,9,3,3,0,5,0,3.91,32,109,78,50,14,14,17,10,2,0,57,0.181,1.14,1.2,2004-06-22,1.0,1977-08-29,8462,0.0
5488,hansoto01,7.0,5,5,2,2,1,7,1,3.38,27,104,64,32,9,23,12,7,0,0,65,0.274,1.12,1.4,2012-04-21,1.0,1986-08-28,8093,0.0
119186,perezme01,8.0,6,6,3,3,2,9,1,3.06,30,106,73,44,22,7,8,11,2,0,65,-0.04,1.37,1.0,1992-08-01,1.0,1966-02-15,8349,0.0
62500,eldreca01,9.0,4,4,1,1,1,8,0,3.7,29,116,79,45,11,23,9,11,3,0,82,0.419,1.12,3.7,1993-05-28,1.0,1967-11-24,8049,0.0
70856,tomlira01,6.1,5,5,1,1,4,4,0,2.37,29,102,58,32,10,16,10,9,2,0,59,0.179,1.53,1.7,1992-04-20,1.0,1966-06-14,8157,0.0
112080,kennejo04,7.0,4,4,2,2,1,10,2,3.53,27,96,65,33,17,15,5,10,1,0,70,0.114,0.8,1.7,2002-05-09,1.0,1979-05-24,7245,0.0
71943,batismi01,6.2,8,8,4,3,2,3,0,3.96,32,120,76,43,10,23,19,7,1,0,45,0.118,1.03,-0.5,1999-05-18,1.0,1971-02-19,8912,0.0
58876,ishiika01,7.2,2,2,0,0,5,5,0,3.32,28,110,61,31,10,20,4,14,3,0,75,0.436,0.98,3.4,2002-07-14,1.0,1973-09-09,9102,0.0
98061,gonzami03,6.0,6,6,3,3,2,8,1,3.91,25,99,64,37,13,14,6,9,3,0,54,-0.129,1.2,-0.6,2013-08-07,1.0,1984-05-27,9213,0.0
79988,pelfrmi01,5.0,5,5,2,2,2,3,0,3.6,22,100,66,43,6,17,14,3,1,0,50,0.063,0.95,0.5,2008-04-09,1.0,1984-01-14,7648,0.0
34901,washbja01,7.0,5,5,2,2,2,3,1,4.63,28,104,62,37,8,17,9,14,3,0,60,0.202,1.19,1.7,2002-05-01,1.0,1974-08-13,8746,0.0
98030,marquja01,4.1,6,6,6,6,5,4,1,3.99,23,83,42,17,7,18,8,6,3,0,26,-0.388,1.36,-3.4,2013-06-25,1.0,1978-08-21,10996,0.0
89713,masteju01,6.0,3,3,2,2,2,7,0,3.0,23,95,64,32,9,23,9,5,3,0,63,0.151,0.62,0.8,2015-04-09,1.0,1985-03-22,9482,0.0
14967,wittbo01,5.0,7,7,3,3,7,3,0,4.38,29,121,65,45,7,13,6,13,7,0,37,-0.067,1.34,-0.4,1991-05-10,1.0,1964-05-11,8519,0.0
47647,olsensc01,5.0,7,7,6,6,4,3,0,5.53,24,93,60,32,12,16,6,11,4,0,28,-0.304,0.87,-3.4,2007-07-31,1.0,1984-01-12,7431,0.0
70018,shielja02,6.0,5,5,2,2,5,4,1,3.08,28,116,67,36,5,26,6,13,3,0,53,0.089,1.13,0.9,2013-08-01,1.0,1981-12-20,9976,0.0
113335,daviswa01,5.0,6,6,5,3,2,5,1,3.72,24,98,64,40,7,16,7,9,1,0,42,-0.23,1.23,-1.4,2009-10-04,1.0,1985-09-07,7597,0.0
38753,rueteki01,6.0,8,8,6,4,2,1,1,3.63,29,111,67,47,5,15,11,15,6,0,35,-0.31,1.02,-2.6,2002-07-01,1.0,1970-12-01,9966,0.0
2872,harenda01,7.1,3,3,1,1,0,4,0,4.57,24,87,57,35,7,15,9,11,3,0,72,0.397,0.99,3.1,2014-08-06,1.0,1980-09-17,10692,0.0
46375,fernaal01,6.0,5,5,5,4,4,4,0,2.98,28,93,55,33,6,16,11,9,6,0,44,-0.271,1.29,-1.9,1999-08-11,1.0,1969-08-13,9465,0.0
5430,pelfrmi01,4.0,4,4,3,2,0,3,0,4.53,17,50,36,23,3,10,6,7,4,0,47,-0.052,0.93,-0.5,2011-08-13,1.0,1984-01-14,8703,0.0
88394,liebejo01,2.1,5,5,5,4,0,1,2,5.03,13,48,32,22,1,9,4,8,5,0,30,-0.313,0.66,-4.3,2006-09-18,1.0,1970-04-02,11506,0.0
104624,muldema01,6.0,6,6,3,3,0,3,2,3.82,25,80,54,34,7,13,8,14,3,0,51,-0.098,0.57,-0.1,2001-06-15,1.0,1977-08-05,7529,0.0
57649,smithpe02,7.0,7,7,2,2,1,6,1,5.54,29,106,67,34,9,24,13,9,5,0,60,0.195,1.09,1.4,1994-07-08,1.0,1966-02-27,8949,0.0
68532,santovi01,6.1,5,5,2,2,1,7,0,3.84,25,92,62,31,15,16,9,7,3,0,61,0.185,0.6,1.0,2004-06-26,1.0,1976-10-02,8751,0.0
37057,farmebu01,5.1,8,8,5,5,2,7,1,10.45,25,103,67,42,9,16,6,10,9,0,37,-0.168,0.76,-1.4,2015-06-24,1.0,1991-02-20,7680,0.0
13782,guthrje01,7.0,6,6,2,2,0,6,1,4.46,27,99,65,41,5,19,10,10,3,0,63,0.107,0.98,1.4,2010-07-23,1.0,1979-04-08,9874,0.0
77318,violafr01,9.0,5,5,1,1,1,3,1,1.2,33,132,87,57,9,21,9,20,3,0,75,0.245,0.55,3.1,1991-04-14,1.0,1960-04-19,9777,0.0
6258,swanru01,2.1,3,3,3,0,4,1,0,0.0,15,-1,-1,-1,-1,-1,2,8,4,0,42,-0.256,1.09,-2.4,1990-04-11,1.0,1964-01-03,8290,0.0
95070,candito01,4.0,10,10,5,4,1,2,0,7.41,22,63,43,28,6,9,12,7,3,0,25,-0.285,0.98,-3.0,1995-05-09,1.0,1957-08-31,11892,0.0
56018,francje01,7.2,6,6,0,0,2,6,0,4.23,29,94,60,36,8,16,12,9,4,0,71,0.466,1.23,3.7,2011-05-20,1.0,1981-01-08,9580,0.0
7157,merckke01,5.0,5,5,2,2,1,7,1,4.21,21,74,50,26,5,7,7,6,1,0,55,0.02,0.9,0.7,1995-09-24,1.0,1968-02-01,8723,0.0
77843,martipe02,9.0,3,3,0,0,1,9,0,2.49,31,115,74,44,12,18,9,11,3,0,89,0.251,0.59,4.6,1994-06-09,1.0,1971-10-25,7139,0.0
83344,hudsoti01,7.0,5,5,4,4,1,5,2,3.49,29,103,63,36,4,23,12,9,4,0,55,-0.139,0.75,-0.3,2002-05-09,1.0,1975-07-14,8463,0.0
45219,wolfra02,1.2,7,7,6,4,1,3,0,6.42,14,50,38,23,5,10,1,9,9,0,23,-0.383,1.15,-5.3,2015-09-27,1.0,1976-08-22,12337,0.0
122580,pinedmi01,6.0,5,5,1,1,0,5,0,1.5,22,83,58,27,10,21,7,10,3,0,63,0.152,0.81,1.8,2014-04-05,1.0,1989-01-18,7955,0.0
82860,hayneji01,7.0,3,3,2,2,3,7,0,6.14,27,107,67,41,5,21,9,8,3,0,67,0.242,1.11,1.9,1999-05-16,1.0,1972-09-05,8423,0.0
36305,jacksed01,8.2,7,7,3,3,1,11,1,4.37,35,129,88,48,22,18,13,10,4,0,68,0.219,1.2,1.0,2010-08-31,1.0,1983-09-09,8512,0.0
88760,hamelco01,6.0,3,3,2,2,2,7,0,6.17,23,95,64,31,22,11,8,6,1,0,63,0.131,0.45,1.0,2009-05-08,1.0,1983-12-27,8004,0.0
104075,estessh01,6.1,5,5,5,5,3,3,1,5.19,28,111,73,49,10,14,12,10,5,0,43,-0.069,1.39,-0.2,1998-04-11,1.0,1973-02-18,7934,0.0
28274,villaca01,4.2,9,9,5,5,1,7,0,10.93,24,103,71,42,14,15,6,10,6,0,32,-0.249,0.91,-3.0,2014-04-20,1.0,1983-11-28,9591,0.0
80306,mischpa01,5.0,5,5,1,1,0,1,0,4.48,20,61,41,31,1,9,8,11,5,0,54,0.181,0.95,1.4,2009-10-03,1.0,1981-08-18,8875,0.0
